id,author,date,source,popularity,tags,content
93,Evan Fosmark,2009-01-10 20:46:40Z,https://stackoverflow.com/a/431722,55,,"// If you're reading this, that means you have been put in charge of my previous project.
// I am so, so sorry for you. God speed."
94,chaos,2008-12-19 16:56:25Z,https://stackoverflow.com/a/381524,54,,"// The ratio of a circle's circumference to its diameter.  Remember to change
// this to 3.0 if you move to a site in Indiana.

#define Pi                                      3.1415927"
95,Mike Two,2008-10-12 04:53:32Z,https://stackoverflow.com/a/189732,53,,// human madable inconvenient. Way too sucks.
96,munificent,2009-04-15 20:45:09Z,https://stackoverflow.com/a/753637,53,,"// error codes
#define ERROR_SUCESS 0
#define ERROR_SUCCESS_IS_MISSPELLED 1"
97,splicer,2009-04-24 19:47:04Z,https://stackoverflow.com/a/787301,53,,// batmon.c drives the rastamobile
98,vobject,2011-07-19 15:27:57Z,https://stackoverflow.com/a/766044,53,,"// If this code works, it was written by Paul DiLascia. If not, I don't know
// who wrote it"
99,ForCripeSake,2008-10-09 14:35:27Z,https://stackoverflow.com/a/187549,49,,"//There can Only Be one HIGHLAN....err..Singleton
public class SomeSingleton
{
...
}"
100,HTTP 410,2008-10-11 18:12:43Z,https://stackoverflow.com/a/194393,49,,"// Any maintenance developer who can't quote entire Monty Python
// movies from memory has no business being a developer.
const string LancelotsFavoriteColor = ""$0204FB"""
101,efdee,2009-04-20 08:10:35Z,https://stackoverflow.com/a/767341,49,,// if i ever see this again i'm going to start bringing guns to work
102,HTTP 410,2008-10-11 17:51:21Z,https://stackoverflow.com/a/194372,46,,// This procedure is <strong>really</strong> good for your dorsolateral prefrontal cortex.
103,who,2009-04-11 17:53:50Z,https://stackoverflow.com/a/185031,46,,using namespace std;            // So sue me
104,austin,2009-04-28 18:18:12Z,https://stackoverflow.com/a/786255,46,,"//I'm sorry, but our princess is in another castle."
105,XCondE,2011-05-20 16:46:20Z,https://stackoverflow.com/a/199806,46,,"/*
 *  'schedule()' is the scheduler function. It's a very simple and nice
 * scheduler: it's not perfect, but certainly works for most things.
 * The one thing you might take a look at is the signal-handler code here.
 *
 *   NOTE!!  Task 0 is the 'idle' task, which gets called when no other
 * tasks can run. It can not be killed, and it cannot sleep. The 'state'
 * information in task[0] is never used.
 *
 * The ""confuse_gcc"" goto is used only to get better assembly code..
 * Dijkstra probably hates me.
 */
asmlinkage void schedule(void)"
106,Vince Panuccio,2011-06-17 13:08:35Z,https://stackoverflow.com/a/186988,46,,//Abandon all hope ye who enter beyond this point
107,DJ.,2011-06-21 09:28:58Z,https://stackoverflow.com/a/782524,46,,//uncomment the following line if the program manager changes her mind again this week
108,Diodeus,2008-10-08 20:47:59Z,https://stackoverflow.com/a/184629,44,,//ALL YOUR BASE ARE BELONG TO US
109,Ciryon,2009-04-15 05:49:56Z,https://stackoverflow.com/a/750454,44,,"/**
 * If you don't understand this code, you should be flipping burgers instead.
 */"
110,Anonymous,2009-04-28 09:31:23Z,https://stackoverflow.com/a/204235,44,,"/*

** The author disclaims copyright to this source code.  In place of
** a legal notice, here is a blessing:
**
**    May you do good and not evil.
**    May you find forgiveness for yourself and forgive others.
**    May you share freely, never taking more than you give.

*/"
111,Martin,2009-04-20 16:37:09Z,https://stackoverflow.com/a/769077,42,,"/* The License:
You (from this point on referred to as The You) are hereby
granted by me (from this point on referred to as The Me)
license to knock yourself silly with this template.
By using this template The You implicitly accepts this
license and pledges solemnly to never claim creative
ownership of any graphics, code, concepts, eggs, bacon, ideas,
colors, shapes, hypertext-transfer protocols or other conduits
of the visual splendor thatis this template.

The Me, in turn, pledges equally solemnly to be far too
lazy to ever check up on you, so if you do manage to pull
some chicks The Me won't have a cow.
However The Me would be sorely disappointed if The You
were to try and sell or distribute this work without
acknowledging The Me. Seriously. The Me will come down on
The You like a large quantitiy of hard and heavy objects
that in large quantities may be harmful and possibly even
lethal to The You; So don't even think about it, The Buster.
*/"
112,Scott Dillman,2008-10-08 20:59:20Z,https://stackoverflow.com/a/184885,41,,// yikes
113,fog,2009-11-07 11:32:07Z,https://stackoverflow.com/a/720905,41,,/* Ah ah ah! You'll never understand why this one works. */
114,Kip,2008-10-08 20:21:00Z,https://stackoverflow.com/a/184696,40,,"//this formula is right, work out the math yourself if you don't believe me"
115,rawpower,2009-04-23 11:43:30Z,https://stackoverflow.com/a/781356,39,,// Joe is sorry
116,rawpower,2009-04-23 11:43:30Z,https://stackoverflow.com/a/781356,39,,// Harry is sorry too
117,aldrinleal,2009-02-02 12:15:57Z,https://stackoverflow.com/a/503012,38,,// Caveat implementor
118,sbeskur,2008-10-12 15:53:52Z,https://stackoverflow.com/a/195187,37,,"/*

* @author Andrew Asta
*/
public class AstaClass{

    private String astaVar1;
    private String astaVar2;
    private String astaVar3;
    private String astaVar4;
    private String astaVar5;
    private String astaVar6;
    private String astaVar7;
    private String astaVar8;
    private String astaVar9;
    private String astaVar10;

    public void AstaSaysGetData(){
        //JDBC statement to populate astavars 1 through 10
        //...
        String astaSqlStatment = ""Select astaCol1, astaCol2, astaCol3... From AstaTable Where..."";
        //..
        //...
    }

    //Perform data manipulation on astavars...
    public void AstaSaysGaaGaa(){
          [removed for sake of brevity]
    }


    //Perform more data manipulation on astavars...
    public void AstaSaysGooGoO(){
        [removed for sake of brevity]
    }

    public void AstaSaysPersist(){
        //JDBC statement to save astavars to DB
        String astaSqlStatment = ""Update AstaTable set astaCol1 = @astaVar1
                                                  , set astaCol2 = @astaVar2
                                                  , set astaCol3 = astaCol3...
                                                  Where..."";
    }
}"
119,rodrigo,2008-12-02 16:23:42Z,https://stackoverflow.com/a/334568,37,,"//Mr. Compiler, please do not read this."
120,Paul Lalonde,2009-05-13 11:10:00Z,https://stackoverflow.com/a/197874,37,,/* HP-UX sucks wet farts from dead pigeons' asses */
121,Matias Nino,2008-10-09 05:19:18Z,https://stackoverflow.com/a/185990,36,,'NO COMMENT
122,Paul,2010-09-30 15:18:27Z,https://stackoverflow.com/a/779987,36,,long time; /* just seems that way */
123,rik0,2008-10-25 13:45:21Z,https://stackoverflow.com/a/236424,35,,"aComment = 'this is not aComment' # this is aComment
class T(object):
    def f(this):
        this is not aComment"
124,skamradt,2009-04-23 16:24:47Z,https://stackoverflow.com/a/782502,35,,"//**************************************
// Dear code maintainer:
//
// This source contains COM interfaces, not to be confused with interfaces
// of any other sort, please do not just willy-nilly add additional methods
// to these interfaces as they are truely immutable, unlike the interfaces
// that other software vendors like Microsoft maintain.  IF you need to add
// new functionality, then go thru the trouble of creating a NEW interface
// and implement this functionality on only the objects you need.
//
// While the money is good for fixing all of the problems caused by not
// following the rules, I would rather work on things which actually have
// an impact on the future of the product rather than curse and yell
// obsenities at the screen because someone didn't bother to understand the
// true meaning of IMMUTABLE.
//**************************************"
125,kender,2008-10-12 07:30:35Z,https://stackoverflow.com/a/195199,34,,// and there is where the dragon lives
126,Milner,2009-04-06 10:07:18Z,https://stackoverflow.com/a/184795,34,,-- Comment this later
127,JB King,2008-10-10 16:02:04Z,https://stackoverflow.com/a/192040,33,,"catch (Ex as Exception)
{
     // oh crap, we should do something.
}"
128,STW,2009-04-22 23:33:38Z,https://stackoverflow.com/a/779681,33,,"'    ROFL:ROFL:LOL:ROFL:ROFL
'        ______/|\____
'  L    /          [] \
' LOL===_      ROFL    \_
'  L     \_______________]
'            I      I
'        /---------------/

'TODO: REMOVE MY INFO AND REPLACE WITH USER CREDENTIALS
'Private TEST_LoginName As String = ""<a href=""/cdn-cgi/l/email-protection"" class=""__cf_email__"" data-cfemail=""f5b1808792869db4b5b08d9894859990db9a8792"">[email&nbsp;protected]</a>""
'Private TEST_Password As String = ""Humsal892""
'Private TEST_Server As String = ""imap.secureserver.net"""
129,blindauer,2008-10-15 06:54:24Z,https://stackoverflow.com/a/203901,32,,// TODO make this work
130,Iain,2009-04-23 08:35:11Z,https://stackoverflow.com/a/780804,31,,"/** Logger */
private Logger logger = Logger.getLogger();"
131,Nuaimat,2009-04-27 10:23:56Z,https://stackoverflow.com/a/792982,31,,"$you = live(""free"") or die(""hard"");"
132,Charlie,2008-10-09 16:36:22Z,https://stackoverflow.com/a/188100,30,,"# <magic type=""voodoo"">

...

# </magic>"
133,xan,2009-02-05 11:56:29Z,https://stackoverflow.com/a/515593,30,,# This job would be great if it wasn't for the fucking customers.
134,Adam,2009-04-19 23:08:11Z,https://stackoverflow.com/a/766333,29,,"when :orientation
## Avoid matching gay people with straight people - they hate it, they do, they really do.
query_parameter = ""(users.orientation = 'Bi' OR (users.orientation = 'Straight' AND users.gender IN ('#{user.opposite_genders.join('\',\'')}')) OR (users.orientation = 'Gay' AND users.gender IN ('#{user.same_genders.join('\',\'')}')))"""
135,dustins,2009-04-19 22:04:38Z,https://stackoverflow.com/a/766208,28,,"//        .==.        .==.
//       //`^\\      //^`\\
//      // ^ ^\(\__/)/^ ^^\\
//     //^ ^^ ^/6  6\ ^^ ^ \\
//    //^ ^^ ^/( .. )\^ ^ ^ \\
//   // ^^ ^/\| v""""v |/\^ ^ ^\\
//  // ^^/\/ /  `~~`  \ \/\^ ^\\
//  -----------------------------
/// HERE BE DRAGONS"
136,Chris Morley,2009-04-21 02:43:37Z,https://stackoverflow.com/a/765147,28,,"//The following 1056 lines of code in this next method
//is a line by line port from VB.NET to C#.
//I ported this code but did not write the original code.
//It remains to me a mystery as to what
//the business logic is trying to accomplish here other than to serve as
//some sort of a compensation shell game invented by a den of thieves.
//Oh well, everyone wants this stuff to work the same as before.
//I guess the devil you know is better than the devil you don't."
137,NotDan,2008-12-05 19:26:52Z,https://stackoverflow.com/a/344863,27,,"//Visual Studio Bug Workaround:
//http://connect.microsoft.com/VisualStudio/feedback/ViewFeedback.aspx?FeedbackID=101677

//To fix 'CJumpToHelper::GetInstance()' : undeclared identifier compiler errors, change the number lines below
//until the file compiles correctly. (This needs to be done anytime a change is made to this file)

    //////////////////////////////////////: There should be 1-10 of these lines
    //////////////////////////////////////: There should be 1-10 of these lines
    //////////////////////////////////////: There should be 1-10 of these lines
    //////////////////////////////////////: There should be 1-10 of these lines
    //////////////////////////////////////: There should be 1-10 of these lines
    //////////////////////////////////////: There should be 1-10 of these lines
    //////////////////////////////////////: There should be 1-10 of these lines
    //////////////////////////////////////: There should be 1-10 of these lines
    //////////////////////////////////////: There should be 1-10 of these lines
    //////////////////////////////////////: There should be 1-10 of these lines"
138,Martin Brown,2008-10-10 16:16:41Z,https://stackoverflow.com/a/192098,26,,"/// <summary>
/// The possible outcomes of an update operation (save or delete)
/// </summary>
public enum UpdateResult
{

    /// <summary>
    /// Updated successfully
    /// </summary>
    Success = 0,

    /// <summary>
    /// Updated successfully
    /// </summary>
    Failed = 1
}"
139,Anonymous,2009-03-05 19:30:38Z,https://stackoverflow.com/a/616281,26,,"//  If you delete the credits, I will fucking kill you."
140,unclerojelio,2009-02-02 20:48:42Z,https://stackoverflow.com/a/504832,25,,"//Woulda
if(x) {}
//Shoulda
else if(y) {}
//Coulda
else {}"
141,user16208,2009-03-05 20:52:38Z,https://stackoverflow.com/a/616551,24,,"...

// get the units from the form
int numUnits = Integer.parseInt(request.getParameter(""num_pieces"")); // this break at random times

//price
float price = Float.parseFloat(request.getParameter(""price"")); // same as above

// Under certain conditions the following code blows up. I don't know those conditions.
float pricePerUnit = price / (float)numUnits;

..."
142,Brian R. Bondy,2008-10-19 20:44:06Z,https://stackoverflow.com/a/216943,23,,"//If you're reading this, then my program is probably a success"
143,Craig McGuff,2011-07-18 12:31:27Z,https://stackoverflow.com/a/771803,23,,/* NOT FIT FOR HUMAN CONSUMPTION */
144,Mark Glorie,2008-10-09 05:06:25Z,https://stackoverflow.com/a/185979,22,,"'Is it worth it, let me work it'
'I put my thing down, flip it and reverse it'
'Ti esrever dna ti pilf, nwod gniht ym tup I'

NextIP = StrReverse(UserRecordset.Fields.Item(0))"
145,digijock,2009-04-15 05:40:03Z,https://stackoverflow.com/a/750440,22,,"// (c) 2000 Applied Magic, Inc.
// Unauthorized use punishable by torture, mutilation, and vivisection."
146,ihr-name,2009-04-22 12:24:37Z,https://stackoverflow.com/a/776959,22,,"public GetRandomNumber()
{
    // Chosen by a fairly rolen dice
    return 12;
}"
147,Collin Estes,2010-09-16 22:24:57Z,https://stackoverflow.com/a/188063,22,,"//open lid


//take sh!t


//close lid"
148,Joshi Spawnbrood,2011-05-28 15:56:05Z,https://stackoverflow.com/a/204187,22,,// Remove this if you wanna be fired
149,Vladimir Penkin,2009-04-11 18:21:56Z,https://stackoverflow.com/a/626983,21,,"$this->getSelect()->where ('main_table.product_id = -1'); // Mom, Dad... sorry"
150,ohnoes,2009-04-23 07:42:23Z,https://stackoverflow.com/a/776715,21,,raise InvalidChild() # e.g. no legs
151,Alejo,2011-07-19 06:42:07Z,https://stackoverflow.com/a/184639,21,,"""This code makes baby Jesus very sad!""."
152,Alejo,2011-07-19 06:42:07Z,https://stackoverflow.com/a/184639,21,,"String blankSpaces=""&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ""+ //100 whitespaces
                   ""&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ""+ //200 Whitespaces
                   ...
                   ""                                        "" //100 whitespaces"
153,Dano,2008-10-12 05:14:06Z,https://stackoverflow.com/a/193577,20,,"Catch (Exception e) {
    //eat it
}"
154,Perry Neal,2009-04-06 11:34:00Z,https://stackoverflow.com/a/400230,20,,// This is crap code but it's 3 a.m. and I need to get this working.
155,theschmitzer,2008-12-08 21:07:14Z,https://stackoverflow.com/a/350893,19,,// Jesus told me to skip to the end of the message here
156,llimllib,2008-12-18 19:55:42Z,https://stackoverflow.com/a/379021,19,,"//the XML returned from this request is *mind-bogglingly* bad. Terrifyingly bad.
//a completed batch looks like this:
//<Batch>batchid=363777811 status=Done dateandtime=09/18/2007 09:53:10 PDT activateditems=335 numberofwarnings=0 itemsnotacivated=17 </Batch>
//and an incomplete batch like:
//<Batch>batchid=363778361 status=In Progress </Batch>
//so we'll just parse each item as a regex. Thanks Amazon."
157,GBegen,2009-01-27 02:44:23Z,https://stackoverflow.com/a/482189,19,,"//  Hey, your shoe's untied!"
158,GBegen,2009-01-27 02:44:23Z,https://stackoverflow.com/a/482189,19,,//  Keep looking!  I think it was the other shoe!
159,GBegen,2009-01-27 02:44:23Z,https://stackoverflow.com/a/482189,19,,"//  How strange -- I must be seeing things.  Anyhow, I'm going to go take a shower, now..."
160,Ian Gregory,2009-10-22 20:53:21Z,https://stackoverflow.com/a/195418,19,,"/* This comment was just added in order to check-in a file that was last
checked in by [Insert Programmer FirstName] ""Back-to-the-Future"" [Insert
Programmer LastName]. While testing for year 2000 problems, he accidentally
checked-in this file while his machine clock was set forward to the year 2000.
This meant that the source code was always newer than the object file and
compiled every time the code was built. I'm checking this file in again to
fix that. */"
161,Ed Marty,2009-03-05 14:41:49Z,https://stackoverflow.com/a/615049,18,,stepOff(); //bitch
162,appleshampoo,2009-04-23 00:26:48Z,https://stackoverflow.com/a/779818,18,,"# There is a bug in the next line.  $searchParameters != {} will always return true, because {} is creating
# a new hash reference on the fly, and the inequality operater is comparing the memory location of it
# to the memory location of $searchParameters, and they will always be different.
# This means that the following code will always get executed as long as $nodes is defined.
# I'm leaving it there because it has always been there, and although I'm sure it was originally meant to
# mean %$searchParameters (essentially ""is this hash not empty""), I'm afraid to change it.
if ( $nodes && $searchParameters != {} )
{"
163,Mark Heath,2009-04-23 06:55:06Z,https://stackoverflow.com/a/780566,18,,"// some sport psychology
if (!focused)
    Focus();"
164,anon,2011-07-19 09:06:12Z,https://stackoverflow.com/a/770924,18,,// This should fix something that should never happen
165,mseery,2009-04-09 22:54:30Z,https://stackoverflow.com/a/736167,17,,// This is a walkaround for bug #7812
166,Chris,2009-04-20 03:23:13Z,https://stackoverflow.com/a/766766,17,,"// For the sins I am about to commit, may James Gosling forgive me"
167,Brad Tutterow,2009-04-23 04:03:57Z,https://stackoverflow.com/a/780267,17,,"TextBox2.Visible = True';
For Each row In data.Tables(0).Rows
    If row(""Customers.Id"").ToString <> customerId Then
        customerId = row(""Customers.ID"").ToString';
        name = ""Customer Name: "" & row(""Name"").ToString & CrLf';
        address = ""Address: "" & row(""Address"").ToString & CrLf & CrLf';
        TextBox2.Text += name & address ';s
    End If';
Next';"
168,bluish,2011-07-19 14:58:15Z,https://stackoverflow.com/a/782806,17,,"I don't understand how the following bit works, but it worked in the program I stole it from."
169,interstar,2008-10-11 22:41:16Z,https://stackoverflow.com/a/194743,16,,; Rechnen ja ; have faith in yes
170,user13876,2008-12-11 20:02:51Z,https://stackoverflow.com/a/360696,16,,"/* Sun, you just can't beat me, you just can't.  Stop trying,
* give up.  I'm serious, I am going to kick the living shit
* out of you, game over, lights out.
*/"
171,user13876,2008-12-11 20:02:51Z,https://stackoverflow.com/a/360696,16,,"/* 2,191 lines of complete and utter shit coming up... */"
172,user13876,2008-12-11 20:02:51Z,https://stackoverflow.com/a/360696,16,,#if 0 /* XXX No fucking way dude... */
173,Sindri Traustason,2009-02-02 13:21:06Z,https://stackoverflow.com/a/503186,16,,"/**
 * As Gregor Samsa awoke one morning from uneasy dreams he found himself
 * transformed in his bed into a gigantic insect. He was lying on his hard,
 * as it were armour plated, back, and if he lifted his head a little he
 * could see his big, brown belly divided into stiff, arched segments, on
 * top of which the bed quilt could hardly keep in position and was about
 * to slide off completely. His numerous legs, which were pitifully thin
 * compared to the rest of his bulk, waved helplessly before his eyes.
 * ""What has happened to me?"", he thought. It was no dream....
 */
protected static String DEFAULT_TRANSLET_NAME = ""GregorSamsa"";"
174,itsmatt,2009-04-01 17:34:20Z,https://stackoverflow.com/a/686915,16,,// A Gorgon class - For the love of Zeus don't look directly at it!
175,martinus,2009-04-04 17:31:08Z,https://stackoverflow.com/a/717461,16,,"/**
   * Returns cookies according to the filters specified.
   *
   * @return array  Cookies!  Nom nom nom nom nom.
   */
 public function data_getCookies($uid, $name) {"
176,Kartoffelheinz,2009-04-20 12:45:02Z,https://stackoverflow.com/a/768096,16,,"#!/usr/bin/perl
# perl script disguised as a bash script"
177,atanamar,2009-04-23 15:16:39Z,https://stackoverflow.com/a/782202,16,,"//BELOW IS THE REAL CODE...JABRONI
        //
        // Yeah, but can you play the outtro to Bark At The Moon?
        //

        //|--------------------------------------------------|------------------------------------------------|
        //|--------------------------------------------------|------------------------------------------------|
        //|--17^16-16-16-17^16-17^16-16-16-17^16-17^16----16-|-19^16----16-19^16-19^16---16-19^16-19^16----17-|
        //|--------------------------------------------19----|-------17----------------17---------------17----|
        //|--------------------------------------------------|----------------------------------------------"
178,Cameron Moon,2009-04-23 23:13:15Z,https://stackoverflow.com/a/783935,16,,Tweet tweet = (Tweet) tweets.get(i); // Poetic.
179,Niran,2011-07-19 08:06:14Z,https://stackoverflow.com/a/780286,16,,//todo: never to be implemented
180,Milen A. Radev,2008-10-08 22:09:02Z,https://stackoverflow.com/a/185115,15,,"// Okay, let's do the loop, yeah come on baby let's do the loop
// and it goes like this ..."
181,nchez,2008-12-15 15:26:33Z,https://stackoverflow.com/a/368692,15,,"# Limit length of buffer to try to send, because some OSes are too
# stupid to do so themselves (ahem windows)
return self.socket.send(buffer(data, 0, self.SEND_LIMIT))"
182,lfx,2009-04-06 11:20:56Z,https://stackoverflow.com/a/721029,15,,// If I from the future read this I'll back in time and kill myself.
183,Robert S.,2008-10-08 20:43:58Z,https://stackoverflow.com/a/184807,14,,"'Avert your eyes, it may take on other forms!"
184,mattlant,2008-10-09 02:32:04Z,https://stackoverflow.com/a/185720,14,,"//The following code is commented out
//(a load of commented out code followed)"
185,BoD,2009-02-06 09:55:12Z,https://stackoverflow.com/a/519734,14,,// HERE
186,a,2009-04-11 18:23:41Z,https://stackoverflow.com/a/187599,14,,i++; // increment variable i
187,SPWorley,2009-04-23 00:41:21Z,https://stackoverflow.com/a/779856,14,,"// At this point, I'd like to take a moment to speak to you about the Adobe PSD format.
    // PSD is not a good format. PSD is not even a bad format. Calling it such would be an
    // insult to other bad formats, such as PCX or JPEG. No, PSD is an abysmal format. Having
    // worked on this code for several weeks now, my hate for PSD has grown to a raging fire
    // that burns with the fierce passion of a million suns.
    // If there are two different ways of doing something, PSD will do both, in different
    // places. It will then make up three more ways no sane human would think of, and do those
    // too. PSD makes inconsistency an art form. Why, for instance, did it suddenly decide
    // that *these* particular chunks should be aligned to four bytes, and that this alignement
    // should *not* be included in the size? Other chunks in other places are either unaligned,
    // or aligned with the alignment included in the size. Here, though, it is not included.
    // Either one of these three behaviours would be fine. A sane format would pick one. PSD,
    // of course, uses all three, and more.
    // Trying to get data out of a PSD file is like trying to find something in the attic of
    // your eccentric old uncle who died in a freak freshwater shark attack on his 58th
    // birthday. That last detail may not be important for the purposes of the simile, but
    // at this point I am spending a lot of time imagining amusing fates for the people
    // responsible for this Rube Goldberg of a file format.
    // Earlier, I tried to get a hold of the latest specs for the PSD file format. To do this,
    // I had to apply to them for permission to apply to them to have them consider sending
    // me this sacred tome. This would have involved faxing them a copy of some document or
    // other, probably signed in blood. I can only imagine that they make this process so
    // difficult because they are intensely ashamed of having created this abomination. I
    // was naturally not gullible enough to go through with this procedure, but if I had done
    // so, I would have printed out every single page of the spec, and set them all on fire.
    // Were it within my power, I would gather every single copy of those specs, and launch
    // them on a spaceship directly into the sun.
    //
    // PSD is not my favourite file format."
188,runT1ME,2010-07-12 19:26:45Z,https://stackoverflow.com/a/189312,14,,return null; //Not really null
189,Pramod,2008-10-27 15:50:10Z,https://stackoverflow.com/a/240381,13,,return 0; // Happy ending
190,Pramod,2008-10-27 15:50:10Z,https://stackoverflow.com/a/240381,13,,"int32_t Interpolate1DSignal(
  Array1D<float64>::Handle hfInputSamples,         // samples to be interpolated
  Array1D<float64>::Handle hfInterpolationFilter,  // polyphase filter coefficients,
  int32_t iFilterInterpolationFactor,              // # of ""rows"" in polyphase filter
  int32_t iFilterLength,                           // Length of each row in filter
  float64 fInterpolationFactor,                    // Factor to interpolate the
                                                   // signal by
  float64 fTimingOffset,                           // Offset into the signal (units
                                                   // of samples)
  Array1D<float64>::Handle hfOutputSamples         // left as an exercise for the reader
);"
191,Mark Beckwith,2008-12-18 23:24:16Z,https://stackoverflow.com/a/379687,13,,"// This code was written by a genius so don't try to understand it with
// your tiny little brain."
192,Frank Denis,2009-04-21 12:56:04Z,https://stackoverflow.com/a/772445,13,,"else
{
    // rien, c'est parfait.
}"
193,Jason Crawford,2009-04-23 03:47:39Z,https://stackoverflow.com/a/780234,13,,"/**
 * Happy Javadoc haiku:
 *
 * Without Javadoc
 * Builds break in Maven site stage
 * This fixes the build.
 */"
194,TM.,2008-10-09 04:59:39Z,https://stackoverflow.com/a/185971,12,,//This was clearly written under duress
195,MattC,2008-10-09 21:34:33Z,https://stackoverflow.com/a/189302,12,,// Hard to explain
196,edomaur,2008-10-19 07:59:33Z,https://stackoverflow.com/a/216159,12,,"// Added because boss changed his mind : 20020111,20020501,20020820, ...
// Commented out because boss changed his mind : 20020201,20020614,20020908, ..."
197,Overflown,2008-11-22 09:00:56Z,https://stackoverflow.com/a/311113,12,,"if (case1) { // trivial
...
}
else { // we are screwed
 /* fill in later */
}"
198,Richard Ev,2008-12-19 16:03:26Z,https://stackoverflow.com/a/381392,12,,' RIP LVB
199,user63503,2009-03-27 00:08:54Z,https://stackoverflow.com/a/688017,12,,// this error could never happen
200,Pratik Deoghare,2009-04-20 11:32:40Z,https://stackoverflow.com/a/618828,12,,"/**---------START-----------**/

  //  IMPLEMENTATION GOES HERE

/**---------END-----------**/"
201,Steve Pomeroy,2009-04-20 12:24:42Z,https://stackoverflow.com/a/768023,12,,"// If you are reading this, please place a checkmark here [  ]"
202,orj,2009-04-20 14:04:54Z,https://stackoverflow.com/a/768393,12,,"// BEGIN HACK
...
// END HACK: I feel dirty."
203,Wes,2009-04-23 01:43:44Z,https://stackoverflow.com/a/779993,12,,"rescue
    # silently, we fail
    # many validations fade
    # like tear drops in rain
  end"
204,rem,2009-04-24 17:21:00Z,https://stackoverflow.com/a/786818,12,,# ===== Never edit below this line. Ever. Or I'll kick your ass. ====
205,TonyEnkiduCx,2009-04-29 12:42:00Z,https://stackoverflow.com/a/782168,12,,"'Mind boggling, gibberish version of a SQL statement, but it work's, so dont touch it"
206,Robert,2011-07-20 09:51:09Z,https://stackoverflow.com/a/766553,12,,'TODO: Matt Damon
207,rshimoda,2008-10-08 21:06:39Z,https://stackoverflow.com/a/184924,11,,// Abandon all hope you who needs to debug this
208,Bash,2009-01-16 04:11:06Z,https://stackoverflow.com/a/449493,11,,"./arch/sparc/kernel/ptrace.c
/* Fuck me gently with a chainsaw... */

./drivers/scsi/qlogicpti.h
/* Am I fucking pedantic or what? */"
209,John Baughman,2009-02-02 21:52:23Z,https://stackoverflow.com/a/505122,11,,"Squashed some IPR mod bugs. The were big and juicy ones, too."
210,John Baughman,2009-02-02 21:52:23Z,https://stackoverflow.com/a/505122,11,,"Squashed some more mod bugs. Those are some nasty bugs, them mod bugs..."
211,John Baughman,2009-02-02 21:52:23Z,https://stackoverflow.com/a/505122,11,,Squashed some more mod bugs. They are like cockroaches: they'll live through a nuclear war.
212,John Baughman,2009-02-02 21:52:23Z,https://stackoverflow.com/a/505122,11,,Squashed some more John bugs. They too are like cockroaches: they appear anywhere John goes. Wait. That doesn't sound right.
213,John Baughman,2009-02-02 21:52:23Z,https://stackoverflow.com/a/505122,11,,"Same John bug. It didn't die, just played 'possum."
214,Johannes Schaub - litb,2009-02-06 23:27:06Z,https://stackoverflow.com/a/522655,11,,"/* You'll never believe all this is necessary to handle relocations
   for function calls.  Having to compute and pack the argument
   relocation bits is the real nightmare.

   If you're interested in how this works, just forget it.  You really
   do not want to know about this braindamage.  */"
215,Johannes Schaub - litb,2009-02-06 23:27:06Z,https://stackoverflow.com/a/522655,11,,"/* Don't ask about these magic sequences.  I took them straight
   from gas-1.36 which took them from the a.out man page.  */"
216,Johannes Schaub - litb,2009-02-06 23:27:06Z,https://stackoverflow.com/a/522655,11,,"/* Keep track of exactly where we are within a particular
   space.  This is necessary as the braindamaged HPUX
   loader will create holes between subspaces *and*
   subspace alignments are *NOT* preserved.  What a crock.  */"
217,Johannes Schaub - litb,2009-02-06 23:27:06Z,https://stackoverflow.com/a/522655,11,,"/* We will NOT put a fucking timestamp in the header here. Every
   time you put it back, I will come in and take it out again. ... */"
218,Johannes Schaub - litb,2009-02-06 23:27:06Z,https://stackoverflow.com/a/522655,11,,"/* Yes this is ugly (storing the broken_word pointer
   in the symbol slot).  Still, this whole chunk of
   code is ugly, and I don't feel like doing anything
   about it.  Think of it as stubbornness in action.  */"
219,user50049,2009-02-11 18:38:27Z,https://stackoverflow.com/a/538175,11,,"/*
 * Don't OOM me, bro!
 */"
220,user50049,2009-02-11 18:38:27Z,https://stackoverflow.com/a/538175,11,,"/*
 * Don't swap me, bro!
 */"
221,user8681,2009-03-24 00:47:28Z,https://stackoverflow.com/a/675779,11,,"/* FIXME This must absolutely be removed before 4.0.7 release
 * TODO really remove this */"
222,Loopy,2009-04-15 07:55:56Z,https://stackoverflow.com/a/750707,11,,// Cabbage fart?
223,yvind,2009-04-21 11:24:25Z,https://stackoverflow.com/a/772132,11,,public function get state( /* of Palestine back */ ):Boolean
